Kill: 6 2 19: Seb killed [ACE] by UT_MOD_LR300
Kill: 6 1 19: Seb killed MAMBA by UT_MOD_LR300
Kill: 4 5 19: Tal killed RODOV by UT_MOD_LR300
Kill: 0 4 19: Or killed Tal by UT_MOD_LR300
Kill: 0 6 19: Or killed Seb by UT_MOD_LR300
Kill: 1 3 19: MAMBA killed benD by UT_MOD_LR300
Kill: 6 7 19: Seb killed Drorkula by UT_MOD_LR300
Kill: 6 1 19: Seb killed MAMBA by UT_MOD_LR300
Kill: 0 6 14: Or killed Seb by UT_MOD_BERETTA
Kill: 4 0 19: Tal killed Or by UT_MOD_LR300
Kill: 2 3 18: [ACE] killed benD by UT_MOD_MP5K
Kill: 5 4 17: RODOV killed Tal by UT_MOD_UMP45
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 3 1 38: benD killed MAMBA by UT_MOD_M4
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 1 4 19: MAMBA killed Tal by UT_MOD_LR300
Kill: 2 3 23: [ACE] killed benD by UT_MOD_BLED
Kill: 7 8 23: Drorkula killed Kilaka by UT_MOD_BLED
Kill: 0 6 19: Or killed Seb by UT_MOD_LR300
Kill: 3 0 38: benD killed Or by UT_MOD_M4
Kill: 1 3 19: MAMBA killed benD by UT_MOD_LR300
Kill: 1 6 19: MAMBA killed Seb by UT_MOD_LR300
Kill: 4 1 19: Tal killed MAMBA by UT_MOD_LR300
Kill: 7 4 19: Drorkula killed Tal by UT_MOD_LR300
Kill: 7 8 19: Drorkula killed Kilaka by UT_MOD_LR300
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 6 2 19: Seb killed [ACE] by UT_MOD_LR300
Kill: 3 5 38: benD killed RODOV by UT_MOD_M4
Kill: 3 1 38: benD killed MAMBA by UT_MOD_M4
Kill: 0 6 23: Or killed Seb by UT_MOD_BLED
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 1 3 19: MAMBA killed benD by UT_MOD_LR300
Kill: 0 4 19: Or killed Tal by UT_MOD_LR300
Kill: 8 0 17: Kilaka killed Or by UT_MOD_UMP45
Kill: 5 6 23: RODOV killed Seb by UT_MOD_BLED
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 1 8 19: MAMBA killed Kilaka by UT_MOD_LR300
Kill: 7 3 19: Drorkula killed benD by UT_MOD_LR300
Kill: 1 6 19: MAMBA killed Seb by UT_MOD_LR300
Kill: 8 2 17: Kilaka killed [ACE] by UT_MOD_UMP45
Kill: 2 8 23: [ACE] killed Kilaka by UT_MOD_BLED
Kill: 3 0 38: benD killed Or by UT_MOD_M4
Kill: 3 5 38: benD killed RODOV by UT_MOD_M4
Kill: 6 7 19: Seb killed Drorkula by UT_MOD_LR300
Kill: 3 1 18: benD killed MAMBA by UT_MOD_MP5K
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 0 6 19: Or killed Seb by UT_MOD_LR300
Kill: 1 3 19: MAMBA killed benD by UT_MOD_LR300
Kill: 5 8 17: RODOV killed Kilaka by UT_MOD_UMP45
Kill: 3 0 38: benD killed Or by UT_MOD_M4
Kill: 7 4 19: Drorkula killed Tal by UT_MOD_LR300
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 2 3 18: [ACE] killed benD by UT_MOD_MP5K
Kill: 8 7 17: Kilaka killed Drorkula by UT_MOD_UMP45
Kill: 6 2 19: Seb killed [ACE] by UT_MOD_LR300
Kill: 4 1 19: Tal killed MAMBA by UT_MOD_LR300
Kill: 8 0 18: Kilaka killed Or by UT_MOD_MP5K
Kill: 6 5 19: Seb killed RODOV by UT_MOD_LR300
Kill: 2 6 18: [ACE] killed Seb by UT_MOD_MP5K
Kill: 0 4 19: Or killed Tal by UT_MOD_LR300
Kill: 1 8 19: MAMBA killed Kilaka by UT_MOD_LR300
Kill: 3 0 38: benD killed Or by UT_MOD_M4
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 1 4 19: MAMBA killed Tal by UT_MOD_LR300
Kill: 3 1 38: benD killed MAMBA by UT_MOD_M4
Kill: 7 8 19: Drorkula killed Kilaka by UT_MOD_LR300
Kill: 5 3 17: RODOV killed benD by UT_MOD_UMP45
Kill: 6 2 19: Seb killed [ACE] by UT_MOD_LR300
Kill: 7 6 19: Drorkula killed Seb by UT_MOD_LR300
Kill: 0 3 19: Or killed benD by UT_MOD_LR300
Kill: 4 0 19: Tal killed Or by UT_MOD_LR300
Kill: 1 8 19: MAMBA killed Kilaka by UT_MOD_LR300
Kill: 1 4 23: MAMBA killed Tal by UT_MOD_BLED
Kill: 6 1 19: Seb killed MAMBA by UT_MOD_LR300
Kill: 3 0 38: benD killed Or by UT_MOD_M4
Kill: 7 8 19: Drorkula killed Kilaka by UT_MOD_LR300
Kill: 4 2 19: Tal killed [ACE] by UT_MOD_LR300
Kill: 8 5 17: Kilaka killed RODOV by UT_MOD_UMP45
Kill: 1 3 23: MAMBA killed benD by UT_MOD_BLED
Kill: 0 6 19: Or killed Seb by UT_MOD_LR300
Kill: 4 7 19: Tal killed Drorkula by UT_MOD_LR300
Kill: 4 0 19: Tal killed Or by UT_MOD_LR300
Kill: 4 1 19: Tal killed MAMBA by UT_MOD_LR300
Kill: 7 6 19: Drorkula killed Seb by UT_MOD_LR300
Kill: 7 4 19: Drorkula killed Tal by UT_MOD_LR300
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 7 6 19: Drorkula killed Seb by UT_MOD_LR300
Kill: 7 4 19: Drorkula killed Tal by UT_MOD_LR300
Kill: 8 7 17: Kilaka killed Drorkula by UT_MOD_UMP45
Kill: 8 5 17: Kilaka killed RODOV by UT_MOD_UMP45
Kill: 1 8 19: MAMBA killed Kilaka by UT_MOD_LR300
Kill: 4 1 19: Tal killed MAMBA by UT_MOD_LR300
Kill: 0 4 19: Or killed Tal by UT_MOD_LR300
Kill: 6 0 19: Seb killed Or by UT_MOD_LR300
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 7 6 19: Drorkula killed Seb by UT_MOD_LR300
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 0 3 19: Or killed benD by UT_MOD_LR300
Kill: 1 4 19: MAMBA killed Tal by UT_MOD_LR300
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 1 8 19: MAMBA killed Kilaka by UT_MOD_LR300
Kill: 3 5 38: benD killed RODOV by UT_MOD_M4
Kill: 6 0 19: Seb killed Or by UT_MOD_LR300
Kill: 6 1 19: Seb killed MAMBA by UT_MOD_LR300
Kill: 7 8 19: Drorkula killed Kilaka by UT_MOD_LR300
Kill: 2 6 18: [ACE] killed Seb by UT_MOD_MP5K
Kill: 3 5 38: benD killed RODOV by UT_MOD_M4
Kill: 6 0 19: Seb killed Or by UT_MOD_LR300
Kill: 1 3 19: MAMBA killed benD by UT_MOD_LR300
Kill: 8 7 17: Kilaka killed Drorkula by UT_MOD_UMP45
Kill: 6 2 19: Seb killed [ACE] by UT_MOD_LR300
Kill: 2 8 18: [ACE] killed Kilaka by UT_MOD_MP5K
Kill: 3 7 38: benD killed Drorkula by UT_MOD_M4
Kill: 2 8 18: [ACE] killed Kilaka by UT_MOD_MP5K
Kill: 3 2 18: benD killed [ACE] by UT_MOD_MP5K
Kill: 7 4 19: Drorkula killed Tal by UT_MOD_LR300
Kill: 3 0 18: benD killed Or by UT_MOD_MP5K
Kill: 1 3 25: MAMBA killed benD by UT_MOD_HEGRENADE
Kill: 7 6 19: Drorkula killed Seb by UT_MOD_LR300
Kill: 7 8 19: Drorkula killed Kilaka by UT_MOD_LR300
Kill: 3 2 38: benD killed [ACE] by UT_MOD_M4
Kill: 2 6 23: [ACE] killed Seb by UT_MOD_BLED
Kill: 4 1 19: Tal killed MAMBA by UT_MOD_LR300
Kill: 3 5 38: benD killed RODOV by UT_MOD_M4
Kill: 8 7 17: Kilaka killed Drorkula by UT_MOD_UMP45
Kill: 0 8 19: Or killed Kilaka by UT_MOD_LR300
Kill: 6 0 19: Seb killed Or by UT_MOD_LR300
Kill: 2 4 18: [ACE] killed Tal by UT_MOD_MP5K
Kill: 3 5 38: benD killed RODOV by UT_MOD_M4
Kill: 3 1 18: benD killed MAMBA by UT_MOD_MP5K
Kill: 0 3 19: Or killed benD by UT_MOD_LR300
Kill: 0 8 19: Or killed Kilaka by UT_MOD_LR300
Kill: 4 2 19: Tal killed [ACE] by UT_MOD_LR300
Kill: 4 7 19: Tal killed Drorkula by UT_MOD_LR300
Kill: 0 6 18: Or killed Seb by UT_MOD_MP5K
Kill: 0 4 18: Or killed Tal by UT_MOD_MP5K
Kill: 8 0 23: Kilaka killed Or by UT_MOD_BLED
Kill: 1 8 19: MAMBA killed Kilaka by UT_MOD_LR300
Kill: 7 7 10: Drorkula killed Drorkula by MOD_CHANGE_TEAM
Kill: 5 5 10: RODOV killed RODOV by MOD_CHANGE_TEAM
Kill: 7 7 10: Drorkula killed Drorkula by MOD_CHANGE_TEAM
